Município;Cargo;Nome;Partido;Genero
S√ÉO BENEDITO DO SUL;VEREADOR;ROG√âRIO ZUADA;PP;MASCULINO
S√ÉO BENEDITO DO SUL;VEREADOR;TITA;PP;MASCULINO
S√ÉO BENEDITO DO SUL;VEREADOR;CELSO MARCIONILO;PSDB;MASCULINO
TIMBA√öBA;VEREADOR;FELLIPE VASCONCELOS;PP;MASCULINO
TIMBA√öBA;VEREADOR;Z√â DA RUA;PSB;MASCULINO
LAGOA GRANDE;PREFEITO;CATHARINA GARZIERA;PSB;FEMININO
LIMOEIRO;PREFEITO;ORLANDO JORGE;PODE;MASCULINO
TAMANDAR√â;PREFEITO;CARRAPICHO;REPUBLICANOS;MASCULINO
CALUMBI;VEREADOR;VALDEMAR VIANA;PT;MASCULINO
CALUMBI;VEREADOR;Z√â LUIZ;AVANTE;MASCULINO
CASINHAS;VEREADOR;CHARLIANE DE AM√ìS;UNI√ÉO;FEMININO
PETROL√ÇNDIA;VEREADOR;CRISTIANO DA VAN;PSB;MASCULINO
PETROL√ÇNDIA;VEREADOR;PROFESSOR EVALDO;PSB;MASCULINO
PETROL√ÇNDIA;VEREADOR;GIL DA CESTA BASICA;PSD;MASCULINO
SANHAR√ì;VEREADOR;ARY S√âRGIO DA BARRIGUDA;PSB;MASCULINO
SANHAR√ì;VEREADOR;D√âA DA BARRIGUDA;PSDB;MASCULINO
SANHAR√ì;VEREADOR;IRM√ÉO GILSON;PC do B;MASCULINO
SANTA CRUZ DA BAIXA VERDE;VEREADOR;NATAN FONTES;PT;MASCULINO
SANTA CRUZ DA BAIXA VERDE;VEREADOR;TATY MAGALH√ÇES;PODE;FEMININO
SANTA CRUZ DA BAIXA VERDE;VEREADOR;KETY DE DANDA;PSD;FEMININO
SANTA CRUZ DA BAIXA VERDE;VEREADOR;LICA DA BERNARDA;PSD;MASCULINO
CAET√âS;VEREADOR;RENATO PEDINHA;PP;MASCULINO
CAET√âS;VEREADOR;GILVAM DE JOTA;PP;MASCULINO
CAET√âS;VEREADOR;ROZANA DE MARLY;REPUBLICANOS;FEMININO
JUPI;VEREADOR;ADRIANO NEGO DA COLONIA;REPUBLICANOS;MASCULINO
CAET√âS;PREFEITO;TIRRI;REPUBLICANOS;MASCULINO
CABO DE SANTO AGOSTINHO;VEREADOR;PEDRINHO DA GALINHA;PP;MASCULINO
CABO DE SANTO AGOSTINHO;VEREADOR;ANDERSON BOC√ÉO;PSB;MASCULINO
CABO DE SANTO AGOSTINHO;VEREADOR;CIANINHO;AVANTE;MASCULINO
RIACHO DAS ALMAS;VEREADOR;JAIR DO JIQUIRI;PP;MASCULINO
TABIRA;VEREADOR;KLEBER PAULINO;PSB;MASCULINO
TABIRA;VEREADOR;ERALDO MOURA;PSB;MASCULINO
IBIMIRIM;VEREADOR;SANDRA DA A√á√ÉO;PC do B;FEMININO
IBIMIRIM;VEREADOR;EDCARLOS;PSDB;MASCULINO
S√ÉO LOUREN√áO DA MATA;VEREADOR;DAVI QUEIROZ;AGIR;MASCULINO
S√ÉO LOUREN√áO DA MATA;VEREADOR;ALCIDES FRANCISCO;REPUBLICANOS;MASCULINO
BOM JARDIM;PREFEITO;JANJ√ÉO;UNI√ÉO;MASCULINO
LAGOA DOS GATOS;PREFEITO;ST√äNIO;PP;MASCULINO
OLINDA;PREFEITO;MIRELLA;PSD;FEMININO
VIC√äNCIA;PREFEITO;EDER;PSDB;MASCULINO
SERT√ÇNIA;PREFEITO;POLLYANNA ABREU;PSDB;FEMININO
BARRA DE GUABIRABA;VEREADOR;LUIZ EUG√äNIO;PP;MASCULINO
OROC√ì;PREFEITO;ISMAEL LIRA;PSD;MASCULINO
CARUARU;VEREADOR;DELEGADO LESSA;REPUBLICANOS;MASCULINO
CARUARU;VEREADOR;FAGNER FERNANDES;PDT;MASCULINO
CARUARU;VEREADOR;SILVIO NASCIMENTO;PL;MASCULINO
CARUARU;VEREADOR;MERY DA SA√öDE;PSDB;FEMININO
CORRENTES;VEREADOR;SIDNEI MARTINS;PSB;MASCULINO
CORRENTES;VEREADOR;MARIA LEAL;PSB;FEMININO
JAQUEIRA;VEREADOR;LELI;PSD;FEMININO
JAQUEIRA;VEREADOR;CLEIDE DA SA√öDE;PSD;FEMININO
JAQUEIRA;VEREADOR;SARGENTO BERGUE;PSDB;MASCULINO
JAQUEIRA;VEREADOR;GILSON DO POSTO;PSDB;MASCULINO
XEX√âU;VEREADOR;FLAVIO ROCHA;PSB;MASCULINO
GOIANA;VEREADOR;EDUARDO BATISTA;AVANTE;MASCULINO
GOIANA;VEREADOR;IBSON GOUVEIA;UNI√ÉO;MASCULINO
MIRANDIBA;VEREADOR;DITO MESSIAS;PT;MASCULINO
MIRANDIBA;VEREADOR;HENRIQUE CIRILO;PSB;MASCULINO
SERT√ÇNIA;VEREADOR;¬¥`VANDO DO CARO√Å;PL;MASCULINO
VERTENTES;VEREADOR;GEISE DA M√ÅQUINA;PSDB;MASCULINO
FERREIROS;VEREADOR;JUNIOR DO CANTO;PODE;MASCULINO
FERREIROS;VEREADOR;√çNDIO VE√çCULOS;PSB;MASCULINO
IGARASSU;VEREADOR;JONAS DO IFOPI;PODE;MASCULINO
IGARASSU;VEREADOR;ELVIS HENRIQUE;PSDB;MASCULINO
BU√çQUE;VEREADOR;PEBA DA RIBEIRA;PSDB;MASCULINO
BU√çQUE;VEREADOR;ALINE DE ANDR√â DE TOINHO;MDB;FEMININO
MACHADOS;VEREADOR;LUCIANO DA FUNER√ÅRIA;PSB;MASCULINO
BU√çQUE;VEREADOR;SALOM√ÉO DENTISTA;PL;MASCULINO
BU√çQUE;VEREADOR;MICHELLE BRITO;PSB;FEMININO
PO√á√ÉO;VEREADOR;JUNIOR MOTOS;PP;MASCULINO
PO√á√ÉO;VEREADOR;SILVIO ANDRADE;MDB;MASCULINO
FLORESTA;VEREADOR;PEU VILARIM;PODE;MASCULINO
FLORESTA;VEREADOR;PH LIRA;PP;MASCULINO
JO√ÉO ALFREDO;VEREADOR;TATO MENDES;PT;MASCULINO
S√ÉO JOAQUIM DO MONTE;VEREADOR;M√îNICA DE CL√âCIO;PSD;FEMININO
S√ÉO JOS√â DO BELMONTE;VEREADOR;RAMON FEITOSA;PSB;MASCULINO
S√ÉO JOS√â DO BELMONTE;VEREADOR;PAULO PEREIRA;PSB;MASCULINO
S√ÉO JOS√â DO BELMONTE;VEREADOR;FABIANA DA SA√öDE;PSB;FEMININO
TUPARETAMA;VEREADOR;FIFITA;PODE;FEMININO
RECIFE;VEREADOR;SAMUEL SALAZAR;MDB;MASCULINO
RECIFE;VEREADOR;FABIANO FERRAZ;MDB;MASCULINO
RECIFE;VEREADOR;DAVI MUNIZ;PSD;MASCULINO
RECIFE;VEREADOR;ADERALDO PINTO;PSB;MASCULINO
RECIFE;VEREADOR;AGORA √â RUBEM;PSB;MASCULINO
QUIPAP√Å;PREFEITO;PIT√â;REPUBLICANOS;MASCULINO
SALGADINHO;PREFEITO;JOIA;PSDB;MASCULINO
S√ÉO BENEDITO DO SUL;PREFEITO;Z√â BAIANO;PP;MASCULINO
MIRANDIBA;PREFEITO;DR EVALDO;PSB;MASCULINO
MOREIL√ÇNDIA;PREFEITO;TETO TEIXEIRA;PSDB;MASCULINO
CAMOCIM DE S√ÉO F√âLIX;VEREADOR;BII√áA;PSD;MASCULINO
CONDADO;VEREADOR;RAMON DO CELULAR;PRD;MASCULINO
FLORES;VEREADOR;LUIZ HELENO;PSB;MASCULINO
GL√ìRIA DO GOIT√Å;VEREADOR;LUIZA NERY;REPUBLICANOS;FEMININO
GL√ìRIA DO GOIT√Å;VEREADOR;ARTHUR DE BETO ;PODE;MASCULINO
GL√ìRIA DO GOIT√Å;VEREADOR;LUBIA LACERDA;PODE;FEMININO
GL√ìRIA DO GOIT√Å;VEREADOR;ARTHUR MIZURA;PSB;MASCULINO
PEDRA;VEREADOR;RIVA DE JOTA;PSD;MASCULINO
SAIR√â;VEREADOR;BONECO;PT;MASCULINO
√ÅGUAS BELAS;VEREADOR;VALDINHO DE TANQUINHOS;PSD;MASCULINO
√ÅGUAS BELAS;VEREADOR;VALDO DO XIXIAKL√Å;PP;MASCULINO
√ÅGUAS BELAS;VEREADOR;ANDR√â PAIX√ÉO;PT;MASCULINO
√ÅGUAS BELAS;VEREADOR;CRISTIANE DA SA√öDE;PT;FEMININO
BELO JARDIM;VEREADOR;FABR√çCIO DE CHAGAS;PSDB;MASCULINO
ITA√çBA;VEREADOR;MANOEL DE LOURO;PSDB;MASCULINO
ITA√çBA;VEREADOR;DIDIAS MARTINS;PSDB;MASCULINO
ITA√çBA;VEREADOR;NALDINHO DE LOURO;PP;MASCULINO
ITA√çBA;VEREADOR;ELTON DELGADO;MDB;MASCULINO
ITA√çBA;VEREADOR;LULA DO DOCE;REPUBLICANOS;MASCULINO
JUCATI;VEREADOR;MAURICIO DA OFICINA;PSB;MASCULINO
JUCATI;VEREADOR;BETO BOY;PDT;MASCULINO
SERRITA;VEREADOR;ISAC SAMPAIO;PSD;MASCULINO
SERRITA;VEREADOR;CHICO ROM√ÉO;PSD;MASCULINO
SERRITA;VEREADOR;KENNEDY VIEIRA;MDB;MASCULINO
BOM JARDIM;VEREADOR;ALEXANDRE DE BIU DE LARO;PL;MASCULINO
BOM JARDIM;VEREADOR;EDGAR LIRA;AVANTE;MASCULINO
BOM JARDIM;VEREADOR;LENILSON DO POSTO;PP;MASCULINO
BOM JARDIM;VEREADOR;NINHA DE TUQUINHA;PDT;MASCULINO
BREJO DA MADRE DE DEUS;VEREADOR;SILVANO;PP;MASCULINO
BREJO DA MADRE DE DEUS;VEREADOR;ROBERTINHO ASFORA;PP;MASCULINO
BREJO DA MADRE DE DEUS;VEREADOR;DAMI√ÉO AGUIAR;PV;MASCULINO
CACHOEIRINHA;VEREADOR;NILV√ÇNIA DE GERALDO DE CABANAS;PSDB;FEMININO
CACHOEIRINHA;VEREADOR;EUCLIDES RAIMUNDO;PSDB;MASCULINO
CARNAUBEIRA DA PENHA;VEREADOR;GI√ì;PSDB;MASCULINO
CARNAUBEIRA DA PENHA;VEREADOR;JO√ÉO CIRILO;PP;MASCULINO
CATENDE;VEREADOR;JORGE DA INTERNET;UNI√ÉO;MASCULINO
CATENDE;VEREADOR;FERNANDO ENFERMEIRO;PODE;MASCULINO
OROC√ì;VEREADOR;ALEXANDRE CAETANO;PSD;MASCULINO
PRIMAVERA;VEREADOR;BETO BIKE;PSB;MASCULINO
SALGADINHO;VEREADOR;VANE DE LEVI;SOLIDARIEDADE;MASCULINO
SALGADINHO;VEREADOR;ELANE DE JOIA;PSDB;FEMININO
S√ÉO JO√ÉO;VEREADOR;MARCIO PITANGA;PSB;MASCULINO
S√ÉO JO√ÉO;VEREADOR;EDVALDO DE JO√ÉO SULA;PP;MASCULINO
TUPANATINGA;VEREADOR;BITA DA SA√öDE;PP;FEMININO
TUPANATINGA;VEREADOR;GILSA;PT;FEMININO
CARPINA;VEREADOR;J√öNIOR DE SALETE;REPUBLICANOS;MASCULINO
CARPINA;VEREADOR;G MOTOS;PT;MASCULINO
OURICURI;VEREADOR;ADELUCIA CLEA;PSDB;FEMININO
S√ÉO BENTO DO UNA;VEREADOR;TEMINHA;PP;MASCULINO
CABROB√ì;PREFEITO;GALEGO DE NANAI;AVANTE;MASCULINO
SALO√Å;PREFEITO;JUNIOR DE RIVALDO;PSDB;MASCULINO
ESCADA;PREFEITO;MARY GOUVEIA;PL;FEMININO
NAZAR√â DA MATA;PREFEITO;ANINHA DA FERBOM;PSDB;FEMININO
AMARAJI;VEREADOR;ELISEU DA BANANA;PP;MASCULINO
AMARAJI;VEREADOR;DEIVIDE DE GL√ìRIA;PSB;MASCULINO
AMARAJI;VEREADOR;MARIA DA AGRICULTURA;PSB;FEMININO
BEL√âM DO S√ÉO FRANCISCO;VEREADOR;LEILA CARIB√â ;MDB;FEMININO
ILHA DE ITAMARAC√Å;VEREADOR;MANOEL DO GAS;AGIR;MASCULINO
RIBEIR√ÉO;VEREADOR;IRM√É VALQUIRIA;REPUBLICANOS;FEMININO
TACARATU;VEREADOR;CAIQUE TEIXEIRA;MDB;MASCULINO
TACARATU;VEREADOR;AECIO LIMA;UNI√ÉO;MASCULINO
TACARATU;VEREADOR;MESSIAS DE MANOEL TEMISTA;PSB;MASCULINO
ALTINHO;VEREADOR;LORENA VAQUEIRA;PP;FEMININO
ALTINHO;VEREADOR;LEOMAR DE LANCO;PSB;MASCULINO
CAMARAGIBE;VEREADOR;MOIS√âS MEU SANTO;PODE;MASCULINO
CAMARAGIBE;VEREADOR;HELDINHO MOURA;UNI√ÉO;MASCULINO
CAMARAGIBE;VEREADOR;CLARA CABRAL;UNI√ÉO;FEMININO
OLINDA;VEREADOR;SARDINHA;AGIR;MASCULINO
POMBOS;VEREADOR;WASHINGTON LANCHES;REPUBLICANOS;MASCULINO
POMBOS;VEREADOR;BAIBADO DA FRUTA;PP;MASCULINO
S√ÉO CAITANO;VEREADOR;ABRA√ÉO GOMES;UNI√ÉO;MASCULINO
S√ÉO VICENTE F√âRRER;VEREADOR;JOSIVAN;PSD;MASCULINO
S√ÉO VICENTE F√âRRER;VEREADOR;EVANDRO;PP;MASCULINO
S√ÉO VICENTE F√âRRER;VEREADOR;SANDRO DA UVA;PP;MASCULINO
S√ÉO VICENTE F√âRRER;VEREADOR;ERALDO AGENTE;PP;MASCULINO
DORMENTES;VEREADOR;ANCELMO COELHO;PSB;MASCULINO
DORMENTES;VEREADOR;PAIZINHA;PSB;FEMININO
IBIRAJUBA;VEREADOR;NEGO TEIXEIRA;PSB;MASCULINO
GAMELEIRA;PREFEITO;DR LEANDRO;PSD;MASCULINO
JAQUEIRA;PREFEITO;RIDETE PELLEGRINO;PSD;FEMININO
CARNA√çBA;PREFEITO;BERG GOMES;PSB;MASCULINO
AFR√ÇNIO;VEREADOR;JUNIOR;MDB;MASCULINO
CH√É GRANDE;VEREADOR;NINHO MOTOT√ÅXI;SOLIDARIEDADE;MASCULINO
CH√É GRANDE;VEREADOR;CE√áA DE INALDO DO RAIO X;AVANTE;FEMININO
CUPIRA;VEREADOR;VINICIUS LESSA;UNI√ÉO;MASCULINO
CUPIRA;VEREADOR;NETO CARNEIRO;PSB;MASCULINO
GAMELEIRA;VEREADOR;VADO BALA;PSDB;MASCULINO
LIMOEIRO;VEREADOR;BAU DA CAPOEIRA;PSDB;MASCULINO
LIMOEIRO;VEREADOR;ZEZINHO DA SA√öDE;PSDB;MASCULINO
PALMEIRINA;VEREADOR;ALAN BRUNO;PSD;MASCULINO
PALMEIRINA;VEREADOR;IRM√ÉO BIDE;REPUBLICANOS;MASCULINO
SANTA TEREZINHA;VEREADOR;ANDR√â DE AFONSIM;PODE;MASCULINO
AFOGADOS DA INGAZEIRA;VEREADOR;GAL MARIANO;MDB;FEMININO
AFOGADOS DA INGAZEIRA;VEREADOR;CICERO MIGUEL;PSB;MASCULINO
AFOGADOS DA INGAZEIRA;VEREADOR;SIMONE DA FEIRA;PV;FEMININO
AFOGADOS DA INGAZEIRA;VEREADOR;Z√â NEG√ÉO;PP;MASCULINO
CUST√ìDIA;VEREADOR;RENATO GUERRA;PSB;MASCULINO
CUST√ìDIA;VEREADOR;CICERO BENTO;PSB;MASCULINO
GRANITO;VEREADOR;FILIPE BEL√âM;AVANTE;MASCULINO
GRANITO;VEREADOR;JUNIOR LEONEL;PT;MASCULINO
MACAPARANA;VEREADOR;PAULO SILVA;PP;MASCULINO
MACAPARANA;VEREADOR;PEL√â;PP;MASCULINO
MACAPARANA;VEREADOR;ZEZINHO DO BOLO;PODE;MASCULINO
S√ÉO JOS√â DA COROA GRANDE;VEREADOR;PAULINHO DE PEDRO;PSD;MASCULINO
VERTENTE DO L√âRIO;VEREADOR;ADRIANO DA BANCA;PSB;MASCULINO
ALIAN√áA;VEREADOR;LUAN ENFERMEIRO;PSD;MASCULINO
ARA√áOIABA;VEREADOR;JUNIOR DE DANIEL DA KOMBI;REPUBLICANOS;MASCULINO
ARA√áOIABA;VEREADOR;BINHO CAETANO;PDT;MASCULINO
ARA√áOIABA;VEREADOR;PULINHA DO QUINZE;MDB;MASCULINO
BREJINHO;VEREADOR;ROSSINEI;REPUBLICANOS;MASCULINO
IPOJUCA;VEREADOR;DANDA POSITIVO;PSD;MASCULINO
IPOJUCA;VEREADOR;IRM√ÉO GENIVAL;PP;MASCULINO
LAGOA GRANDE;VEREADOR;ITALO DE VILMA;PSD;MASCULINO
LAGOA GRANDE;VEREADOR;JOAQUIM DA ROCINHA;PSD;MASCULINO
PANELAS;VEREADOR;WELLINGTON FILHO;REPUBLICANOS;MASCULINO
PANELAS;VEREADOR;TIVAN DE BOCA DA MATA;PSB;MASCULINO
√ÅGUA PRETA;VEREADOR;NEGUINHO DA VILA;PRD;MASCULINO
BEZERROS;VEREADOR;VANDO DA SA√öDE;UNI√ÉO;MASCULINO
IGUARACY;VEREADOR;PAULINHO CLP;MDB;MASCULINO
IGUARACY;VEREADOR;TENENTE DE VIANA;PSDB;MASCULINO
LAGOA DOS GATOS;VEREADOR;SERGIO DE PAU FERRADO;PSDB;MASCULINO
PALMARES;VEREADOR;SAULO ACIOLI;PSDB;MASCULINO
PALMARES;VEREADOR;WILL COSTA;PSD;MASCULINO
PESQUEIRA;VEREADOR;MATEUS LEITE;PODE;MASCULINO
S√ÉO JOS√â DO EGITO;VEREADOR;ALDO DA CLIPSI;REPUBLICANOS;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;MARCOS DA PRESTA√á√ÉO;PL;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;FELIPE CEZAR;PL;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;BIU DE GEN√ÅRIO;PSDB;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;F√ÅBIO RAYLUX;PSD;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;EVERALDO ARRUDA ;MDB;MASCULINO
TEREZINHA;PREFEITO;ARNOBIO GOMES;REPUBLICANOS;MASCULINO
CARNAUBEIRA DA PENHA;PREFEITO;ELIZINHO;PSDB;MASCULINO
GL√ìRIA DO GOIT√Å;PREFEITO;JAIMINHO;PODE;MASCULINO
AGRESTINA;VEREADOR;GIVALDO LEITE;MDB;MASCULINO
AGRESTINA;VEREADOR;JOBINHO;PSB;MASCULINO
ARARIPINA;VEREADOR;ELIAS DE CHIC√ÉO;PODE;MASCULINO
ARARIPINA;VEREADOR;SILVANO DO MORAIS;PSB;MASCULINO
FEIRA NOVA;VEREADOR;JOSU√â BARROS;PSDB;MASCULINO
FEIRA NOVA;VEREADOR;NEG√ÉO DO LAVA JATO;PSD;MASCULINO
LAGOA DE ITAENGA;VEREADOR;DUDU MILOIA;SOLIDARIEDADE;MASCULINO
SALGUEIRO;VEREADOR;PITEL;MDB;MASCULINO
SALGUEIRO;VEREADOR;Z√â CARLOS;REPUBLICANOS;MASCULINO
SALGUEIRO;VEREADOR;EDUARDA SAMPAIO;REPUBLICANOS;FEMININO
SALGUEIRO;VEREADOR;CLEBER FREITAS;PP;MASCULINO
SANTA MARIA DA BOA VISTA;VEREADOR;PROFESSORA AUZENIR;PP;FEMININO
SANTA MARIA DA BOA VISTA;VEREADOR;YURI DUARTE;PP;MASCULINO
TAQUARITINGA DO NORTE;VEREADOR;DEMIR;PP;MASCULINO
ANGELIM;VEREADOR;Z√â LITO;PT;MASCULINO
BODOC√ì;VEREADOR;ANA CLAUDIA PONTES;MDB;FEMININO
EXU;VEREADOR;JEAN DE L√âO;PP;MASCULINO
GRAVAT√Å;VEREADOR;CABRITINHA;AVANTE;MASCULINO
GRAVAT√Å;VEREADOR;LEANDRO DO TRANSPORTE ALTERNAT;AVANTE;MASCULINO
GRAVAT√Å;VEREADOR;RICARDO MALTA;PSB;MASCULINO
ITAPETIM;VEREADOR;EDILENE LOPES;PSDB;FEMININO
ITAPISSUMA;VEREADOR;SANDRA DE GG;REPUBLICANOS;FEMININO
ITAPISSUMA;VEREADOR;GIL DE SILVA;PSB;MASCULINO
ITAPISSUMA;VEREADOR;TONHO DE DED√â;PSB;MASCULINO
ITAPISSUMA;VEREADOR;PACARU;PSD;MASCULINO
PARANATAMA;VEREADOR;RODRIGO BROCA;PP;MASCULINO
PARANATAMA;VEREADOR;ADRIANA FAUSTO;MDB;FEMININO
SURUBIM;VEREADOR;DR VAV√Å;SOLIDARIEDADE;MASCULINO
SURUBIM;VEREADOR;KATIANE DA SA√öDE;PSB;FEMININO
IATI;VEREADOR;PROFESSOR ERLAN TENORIO;PT;MASCULINO
NAZAR√â DA MATA;VEREADOR;GIDE√ÉO DA KOMBI;AVANTE;MASCULINO
NAZAR√â DA MATA;VEREADOR;ADJAIR PEREIRA;PSB;MASCULINO
NAZAR√â DA MATA;VEREADOR;JOAQUIM DE FABINHO;PL;MASCULINO
NAZAR√â DA MATA;VEREADOR;SON DA SA√öDE;PL;MASCULINO
RIO FORMOSO;VEREADOR;BARBOSA CONSTRUTOR;PSD;MASCULINO
RIO FORMOSO;VEREADOR;ANINHA PROFESSORA;PSDB;FEMININO
VENTUROSA;VEREADOR;PROFESSORA IANA QUIRINO;REPUBLICANOS;FEMININO
VENTUROSA;VEREADOR;ADELSON MACEDO;PSD;MASCULINO
VENTUROSA;VEREADOR;NIC√ÅCIO;PSD;MASCULINO
ITACURUBA;VEREADOR;CACICA C√çCERA;PSB;FEMININO
ITACURUBA;VEREADOR;WERICRE QUILOMBOLA;PP;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;REBECCA REGNIER;PSD;FEMININO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;ENEIAS MARCELO;PRD;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;NIVALDO DO G√ÅS;PP;MASCULINO
PAUDALHO;VEREADOR;DR. MIKAEL;PSD;MASCULINO
PAUDALHO;VEREADOR;VALQUIRIA DE GUSTAVO;PSDB;FEMININO
PAUDALHO;VEREADOR;JOSIAS DA SA√öDE;PODE;MASCULINO
TRACUNHA√âM;VEREADOR;BIO DO ASSENTAMENTO;REPUBLICANOS;MASCULINO
EXU;PREFEITO;JUNIOR PINTO;PSDB;MASCULINO
CALUMBI;PREFEITO;JOELSON;AVANTE;MASCULINO
CAL√áADO;VEREADOR;ROBERTO DA SORVETERIA;AVANTE;MASCULINO
CH√É DE ALEGRIA;VEREADOR;IRM√ÉO JORGE;REPUBLICANOS;MASCULINO
CH√É DE ALEGRIA;VEREADOR;NECO DO BAR;PSB;MASCULINO
CH√É DE ALEGRIA;VEREADOR;MARINALDO MASSENA;PRD;MASCULINO
CABROB√ì;VEREADOR;PAULO GON√áALVES;PT;MASCULINO
CABROB√ì;VEREADOR;CRIS BEIRA RIO;PDT;MASCULINO
CABROB√ì;VEREADOR;JO√ÉO PEDRO NOVAES;PSB;MASCULINO
QUIPAP√Å;VEREADOR;IRM√ÉO NINO;REPUBLICANOS;MASCULINO
QUIPAP√Å;VEREADOR;Z√â DO G√ÅS;REPUBLICANOS;MASCULINO
QUIPAP√Å;VEREADOR;SANDRO DA VILA;PT;MASCULINO
SALO√Å;VEREADOR;ANA ALVES;PSDB;FEMININO
IPUBI;VEREADOR;JANIEURE AMORIM;PSB;FEMININO
MORENO;VEREADOR;BERG DO MERCADINHO;REPUBLICANOS;MASCULINO
MORENO;VEREADOR;TUCA DO √îNIBUS;REPUBLICANOS;MASCULINO
SERRA TALHADA;VEREADOR;ROM√âRIO DO CARRO DE SOM;PSD;MASCULINO
SERRA TALHADA;VEREADOR;ALICE CONRADO;PSD;FEMININO
BET√ÇNIA;VEREADOR;DR JAIR;REPUBLICANOS;MASCULINO
INAJ√Å;VEREADOR;DARLENE TIM√ìTEO;AVANTE;FEMININO
INAJ√Å;VEREADOR;ROBERTO DE CREUZA;PSB;MASCULINO
LAJEDO;VEREADOR;VANIA COSME;PSDB;FEMININO
LAJEDO;VEREADOR;ARACELLI;REPUBLICANOS;FEMININO
LAJEDO;VEREADOR;ADILSON FEITOSA;REPUBLICANOS;MASCULINO
PETROLINA;VEREADOR;MARIA ELENA;UNI√ÉO;FEMININO
PETROLINA;VEREADOR;AERO SIM;PDT;MASCULINO
PETROLINA;VEREADOR;WANDERLEY ALVES;PDT;MASCULINO
PETROLINA;VEREADOR;CAPITAO ALENCAR;PP;MASCULINO
PETROLINA;VEREADOR;RONALDO SILVA;PSDB;MASCULINO
BARREIROS;PREFEITO;CARLINHOS DA PEDREIRA;PP;MASCULINO
BU√çQUE;PREFEITO;T√öLIO MONTEIRO;MDB;MASCULINO
BUENOS AIRES;VEREADOR;DR FERNANDO DENTISTA;PSD;MASCULINO
TEREZINHA;VEREADOR;SILLAS MARUIM;REPUBLICANOS;MASCULINO
TEREZINHA;VEREADOR;ZEZE DAS GUARIBAS;REPUBLICANOS;MASCULINO
TEREZINHA;VEREADOR;AILSON SOUZA;PP;MASCULINO
ARCOVERDE;VEREADOR;CLAUDELINO;PSB;MASCULINO
GARANHUNS;VEREADOR;JUCA VIANA;REPUBLICANOS;MASCULINO
GARANHUNS;VEREADOR;JOHNY ALBINO;PSB;MASCULINO
GARANHUNS;VEREADOR;MATHEUS MARTINS;PSB;MASCULINO
GARANHUNS;VEREADOR;FERNANDO DA IZA;PSDB;MASCULINO
LAGOA DO OURO;VEREADOR;JULIANE DE IVETE DO SINDICATO;PSD;FEMININO
LAGOA DO OURO;VEREADOR;F√ÅBIO LEITE;PSD;MASCULINO
PASSIRA;VEREADOR;ARLA DE ELIEZER;AVANTE;MASCULINO
PASSIRA;VEREADOR;KELLY DE SEBASTI√ÉO LU√çS;PP;FEMININO
PASSIRA;VEREADOR;EDSON COSTA ;REPUBLICANOS;MASCULINO
PASSIRA;VEREADOR;FIA LUIS;REPUBLICANOS;MASCULINO
TRINDADE;VEREADOR;LAMBU;UNI√ÉO;MASCULINO
TRINDADE;VEREADOR;JOSIAS;PT;MASCULINO
INGAZEIRA;VEREADOR;DORNELES ALENCAR;PT;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;DR NANAU;REPUBLICANOS;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;GILSON JULI√ÉO;MDB;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;GALEGO DE MOURINHA;MDB;MASCULINO
S√ÉO BENEDITO DO SUL;VEREADOR;LULU DE IGARAPEBA;PT;MASCULINO
TIMBA√öBA;VEREADOR;EMANUEL DE DR JACINTO;REPUBLICANOS;MASCULINO
TIMBA√öBA;VEREADOR;DR. JO√ÉO ROBERTO;REPUBLICANOS;MASCULINO
TRIUNFO;VEREADOR;DENIS DE REGINALDO;PODE;MASCULINO
TRIUNFO;VEREADOR;ANSELMO MARTINS ;PSDB;MASCULINO
VIC√äNCIA;VEREADOR;JUVENAL NEGUINHA;PSD;MASCULINO
SANTA CRUZ;PREFEITO;CACHOEIRA;AVANTE;MASCULINO
CALUMBI;VEREADOR;LORRANY MOURA;AVANTE;FEMININO
CALUMBI;VEREADOR;VAQUEIRO;AVANTE;MASCULINO
CAPOEIRAS;VEREADOR;IVANILDO NOGUEIRA;PODE;MASCULINO
CASINHAS;VEREADOR;VALDIANE DO JUNCO;UNI√ÉO;FEMININO
PARNAMIRIM;VEREADOR;PED√ÉO;PP;MASCULINO
PETROL√ÇNDIA;VEREADOR;DELANO DE DONA SANTA;PSB;MASCULINO
PETROL√ÇNDIA;VEREADOR;DEDE DE FRAN√áA;PSD;MASCULINO
TACAIMB√ì;VEREADOR;VADO VENENO;PSB;MASCULINO
TACAIMB√ì;VEREADOR;PAULO DE NESTA;PODE;MASCULINO
